city,state,no_schooling,nursery_school,kindergarten,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th_no_diploma,hs_diploma,GED_or_alternative_credential,college_less_than_year,college_more_than_year_no_degree,associate_degree,bachelor_degree,master_degree,professional_degree,doctorate_degree,computers_mathematics_statistics,biological_agricultural_environmental_sciences,physical_related_sciences,psychology,social_sciences,engineering,multidisciplinary,science_engineering_related,business,education,literature_languages,liberal_arts_history,visual_performing_arts,communications,other
Juneau,AK,81,0,5,0,0,0,0,29,69,36,90,78,114,178,121,2636,852,1496,3442,1313,4381,1792,387,230,197,887,279,316,784,399,152,469,1107,832,591,630,248,238,542
Juneau,WI,43,0,0,1,0,0,5,0,0,0,74,42,37,59,22,608,96,181,293,158,129,21,3,5,4,7,6,0,18,5,0,15,31,40,0,11,0,9,26
Jupiter Farms,FL,25,0,0,0,0,0,18,0,44,0,12,165,105,37,17,1851,227,640,1219,885,1547,464,265,104,47,215,60,190,114,310,22,298,658,285,56,58,35,80,72
Justin,TX,14,0,0,0,0,0,5,4,8,0,29,61,47,19,43,446,74,251,344,206,364,142,19,19,19,35,36,22,25,21,0,60,123,100,7,41,10,22,52
Kahului,HI,326,0,2,0,130,88,126,65,767,140,514,458,709,859,582,13230,1392,2627,6616,3605,5852,1932,796,195,272,865,229,544,802,445,42,1106,1734,1418,296,312,420,334,572
Kailua (Hawaii County)--Holualoa,HI,33,0,0,0,8,8,1,36,117,6,142,339,571,384,577,6315,500,1071,3901,1728,4548,1450,419,302,177,781,244,286,917,308,41,578,1557,837,444,520,169,138,348
Kailua (Honolulu County)--Kaneohe,HI,392,0,3,19,18,21,17,60,143,55,580,457,742,723,728,18359,1667,4469,12666,7024,18547,7010,2564,1481,849,2352,1221,1959,3592,1650,178,3012,5790,3754,1455,1528,1312,1307,1502
Kalaheo,HI,42,4,0,34,6,35,33,19,158,6,162,76,70,115,55,2959,227,344,1811,1619,1940,773,87,75,129,227,267,145,202,223,0,266,466,482,58,157,118,100,138
Kalama,WA,0,0,0,0,0,0,0,0,19,0,19,25,25,115,15,730,108,192,497,247,267,111,0,30,7,39,32,20,13,41,4,14,81,95,45,0,0,6,23
Kalamazoo,MI,881,3,17,7,76,111,24,185,205,148,843,1071,1805,1994,1579,24468,4176,10333,22905,12535,27714,13415,2497,2814,1869,3530,2033,2662,3386,3269,249,4944,9104,7459,2832,2539,1777,2119,3426
Kalispell,MT,64,0,0,13,0,0,4,0,30,28,185,119,147,389,266,5977,757,1881,4420,2244,4142,1155,364,197,65,718,90,239,370,285,24,991,795,1420,185,430,109,123,534
Kalkaska,MI,8,0,0,0,0,0,0,0,0,0,42,32,50,48,30,777,121,110,327,107,207,8,0,0,4,0,6,0,9,25,0,5,0,147,0,5,0,0,26
Kamas,UT,12,0,0,11,0,0,22,0,100,2,3,25,39,26,25,529,26,125,292,159,266,59,2,10,0,21,10,10,31,22,0,37,84,54,10,13,8,15,46
Kanab,UT,0,0,0,0,0,0,0,0,19,0,22,0,34,6,4,668,32,208,487,252,400,251,22,0,56,34,31,14,40,66,19,85,97,181,16,6,18,3,31
Kane,PA,15,0,0,0,0,0,0,0,30,0,22,21,68,50,52,1028,238,122,306,194,274,93,7,15,8,43,7,6,19,15,5,25,21,196,5,9,0,0,48
Kankakee,IL,687,0,13,9,43,39,155,140,490,134,733,797,1083,1209,922,14252,2256,4312,9498,3810,6534,3273,406,242,310,352,416,636,653,473,159,1138,2142,2212,225,660,339,414,1095
Kansas City,MO,10042,83,91,308,477,1543,1308,1910,6980,2893,8783,11719,15504,20097,14827,216161,35224,69868,163967,75205,238255,99745,25224,11741,18234,21869,11376,18904,24629,23827,2461,40495,94174,54272,14557,20280,17660,21063,22318
Kapaa,HI,90,2,0,14,0,47,15,27,24,21,152,117,165,179,142,4103,322,717,2323,2150,2495,676,403,121,84,275,120,170,294,193,42,410,585,635,265,275,140,81,326
Kapaau,HI,2,0,0,0,0,9,9,19,70,4,3,35,15,64,7,1476,48,113,541,205,377,53,0,21,25,44,14,34,77,12,0,22,56,102,13,5,28,19,60
Kaplan,LA,135,0,0,0,0,52,0,13,42,176,97,232,307,112,13,740,316,170,328,227,163,49,0,5,0,54,0,13,8,0,0,26,46,32,0,17,21,0,0
Karnes City,TX,77,0,0,0,14,23,32,28,31,35,67,105,79,77,20,568,101,120,256,96,249,39,17,0,3,13,0,0,4,0,0,24,75,87,34,21,8,3,45
Kasson,MN,0,0,0,0,0,0,3,0,0,0,17,24,29,84,19,1119,278,339,793,647,924,202,39,13,76,84,50,64,58,36,0,224,303,256,17,15,11,42,108
Kaufman,TX,110,0,0,17,0,11,23,11,197,26,81,174,37,88,58,1095,138,284,637,275,342,90,0,0,8,0,7,0,6,7,5,41,140,174,9,17,0,11,42
Kayenta,AZ,90,0,0,8,0,0,0,24,0,11,24,15,35,62,17,794,15,88,361,208,271,218,51,7,0,24,0,0,9,32,0,38,16,363,9,8,0,19,29
Kearney,MO,32,0,0,0,0,0,0,9,0,0,24,0,41,84,26,1309,198,460,802,449,1037,416,56,14,62,147,0,28,108,44,19,134,291,370,83,70,41,20,172
Kearney,NE,106,0,0,20,0,0,0,4,48,0,69,141,99,230,194,3926,429,1474,3482,1679,4591,1407,305,378,165,443,196,245,329,212,7,995,1545,1605,342,237,234,152,765
Keene,NH,97,0,0,0,0,0,0,20,31,43,171,191,274,181,127,3418,584,932,1874,959,2935,1460,319,259,125,319,152,470,625,273,38,342,752,900,325,266,243,150,274
Kekaha,HI,12,0,0,0,16,20,0,37,83,14,107,38,20,26,23,994,64,39,769,497,497,150,29,27,17,30,62,45,27,29,0,75,99,147,41,57,19,3,68
Kellogg,ID,28,0,0,0,0,0,0,11,0,0,68,28,69,60,29,575,175,203,432,203,259,50,10,12,11,31,8,7,15,24,0,52,48,115,24,0,0,0,13
Kelseyville,CA,83,0,0,0,101,79,56,0,79,0,80,39,23,39,34,461,75,179,553,191,222,43,11,15,15,40,0,0,98,0,0,15,30,44,25,13,0,0,11
Kemmerer,WY,9,0,0,0,0,0,0,0,1,2,18,33,43,13,39,685,81,148,460,232,226,46,30,34,0,48,12,19,22,11,0,30,69,78,13,28,8,0,17
Kenai,AK,4,0,0,0,0,0,0,12,0,18,19,123,111,119,19,1192,283,185,719,208,217,142,11,31,1,39,14,11,82,76,0,4,38,99,4,12,2,0,23
Kendallville,IN,0,0,5,0,0,0,0,5,29,36,162,22,121,315,39,2211,484,737,819,736,730,214,36,19,24,83,0,90,5,21,0,121,183,206,10,112,50,35,82
Kenedy,TX,62,0,0,20,0,33,7,22,140,56,128,331,242,214,72,625,773,191,467,166,154,16,9,0,0,26,0,25,29,9,0,6,42,20,5,0,5,0,37
Kennebunk,ME,0,17,0,0,0,0,0,0,0,0,104,39,15,13,0,1203,67,311,471,522,2000,1053,433,291,128,288,168,345,437,213,7,386,342,579,187,280,225,196,218
Kennett,MO,99,0,0,0,28,20,42,8,31,59,376,306,371,599,69,2172,379,441,788,458,577,279,176,34,0,58,5,17,52,25,0,85,153,278,38,81,106,50,180
Kennewick--Pasco,WA,3220,23,0,98,425,765,351,599,3458,718,1684,1933,1745,3091,2133,27534,6863,10536,21716,14628,23284,9703,1568,2358,1483,3357,3224,1351,2476,5622,125,3775,6033,5664,1486,1629,795,929,2041
Kenosha,WI,730,0,0,18,47,81,71,56,616,142,912,1214,1331,1917,1297,21780,3562,6414,11785,8109,13553,5278,934,582,851,1312,929,854,1829,1106,95,2543,4584,3065,953,1122,927,932,1213
Kenton,OH,53,0,0,0,0,9,0,0,0,0,73,78,120,215,36,2513,311,309,560,326,255,140,18,0,9,9,0,7,73,17,0,29,63,182,0,8,16,0,0
Keokuk,IA,58,0,0,0,0,0,0,0,24,31,135,126,124,241,175,3101,726,718,1183,1006,1173,273,132,20,16,73,49,84,85,84,0,68,297,420,131,186,102,31,113
Kerman,CA,702,0,0,39,89,269,127,221,588,89,176,414,372,248,177,1547,108,247,1067,619,506,104,34,4,39,44,0,4,62,41,27,83,95,156,42,26,19,11,47
Kermit,TX,168,0,0,10,13,43,30,122,127,53,108,169,120,89,78,830,340,267,576,194,314,51,8,0,11,18,0,0,30,16,0,9,41,134,37,16,30,3,66
Kerrville,TX,291,0,0,0,5,62,85,191,259,196,223,491,514,599,374,5173,1183,1145,4224,1258,3666,1203,286,217,245,190,219,195,408,265,73,564,1147,1095,301,281,336,245,397
Ketchikan,AK,25,0,0,0,0,0,11,32,31,11,77,72,99,169,126,1928,584,582,1354,514,1099,386,163,62,74,185,97,68,129,63,0,214,261,370,98,94,32,58,152
Ketchum,ID,0,0,0,0,10,0,0,0,0,0,30,0,0,0,0,401,21,70,410,297,1343,301,39,67,15,82,13,53,207,96,25,151,289,213,174,160,212,75,31
Kewanee,IL,52,0,0,16,25,7,0,34,45,9,351,284,311,336,144,2398,484,860,1042,720,744,352,38,18,22,29,25,145,44,25,0,122,226,298,36,121,30,40,88
Kewaunee,WI,0,0,0,0,0,0,0,0,0,0,33,0,16,17,12,886,45,98,295,109,290,79,0,24,12,36,28,1,55,52,0,14,62,45,0,39,34,20,20
Key Largo,FL,260,0,50,0,14,2,43,31,72,21,139,153,117,124,475,3509,545,1203,2341,1204,2839,1064,438,445,133,336,231,379,407,623,26,597,776,712,176,190,128,112,196
Keyser,WV,0,0,0,0,0,0,0,0,65,28,54,77,56,77,10,1662,533,382,614,174,460,251,0,13,27,13,0,0,17,64,0,76,127,202,16,86,24,66,22
Keystone Heights,FL,31,0,0,0,0,0,0,0,28,34,81,49,122,202,69,1379,183,435,902,688,510,159,47,16,17,26,24,41,21,65,0,72,205,151,15,30,3,21,78
Key West,FL,393,0,0,26,19,81,74,57,177,39,318,209,334,425,313,6113,788,1405,3981,2275,4577,2140,767,191,194,387,295,402,881,551,19,640,1462,1262,465,469,273,412,465
Kiel--New Holstein,WI,26,0,0,0,0,0,0,0,0,0,156,35,73,136,119,1733,111,345,828,668,536,118,20,0,38,30,30,23,26,61,0,46,168,142,18,50,16,47,33
Kihei,HI,80,0,0,0,0,15,78,2,250,40,135,101,138,203,223,4628,576,1180,3976,2116,3958,1036,404,271,237,385,217,335,578,368,59,622,1271,751,339,282,250,132,299
Kilauea,HI,0,0,0,0,4,0,0,5,57,16,22,9,38,10,18,472,34,71,516,139,482,87,47,14,7,69,19,19,55,33,0,64,75,71,18,53,56,85,20
Kilgore,TX,186,0,0,36,15,56,0,10,195,12,135,285,130,332,103,2251,687,920,1909,1090,1328,521,58,67,131,14,51,55,105,199,0,233,456,414,134,133,36,27,139
Kill Devil Hills,NC,23,0,0,0,0,0,21,19,43,109,128,57,156,37,83,2651,690,1243,3105,1391,3456,1026,272,276,85,332,294,346,503,269,5,382,1067,869,244,246,228,98,284
Killeen,TX,1131,25,0,110,222,199,106,276,1044,393,871,926,1340,1798,1463,26716,5924,13761,29948,14787,17585,5989,999,585,1577,1393,499,1858,2034,1353,269,2426,4768,3622,809,1946,626,591,2944
Kimberling City,MO,28,0,0,0,0,0,0,0,0,0,12,9,71,43,35,753,107,239,595,139,353,128,32,23,62,108,0,10,16,0,0,42,94,158,0,8,5,16,49
King City,CA,469,0,0,156,192,294,166,135,1257,64,413,417,389,215,460,1469,359,182,562,418,313,86,63,0,41,49,4,5,48,26,8,14,91,62,4,59,35,8,32
Kingfisher,OK,20,0,0,0,0,0,1,10,2,8,0,116,55,51,49,996,42,230,505,148,484,124,0,80,15,42,62,0,36,13,16,80,169,205,0,29,0,21,13
King George,VA,9,0,0,0,0,0,0,0,5,10,1,10,76,83,46,601,134,195,370,172,475,258,6,34,39,14,78,63,42,155,0,57,194,87,33,0,5,6,54
Kingman,AZ,320,0,0,0,0,0,171,48,158,47,572,477,921,1154,660,8026,2328,3535,5002,2529,2316,898,240,70,76,75,77,139,290,252,7,520,758,800,201,145,123,114,373
Kingman,KS,0,0,0,0,0,71,0,0,8,0,53,43,13,50,36,684,84,316,240,161,213,79,10,0,0,36,11,8,15,0,7,34,49,95,0,6,0,0,57
Kingsland,TX,30,0,0,0,0,0,0,0,47,40,104,156,242,239,68,1241,351,491,822,260,531,136,27,25,52,53,81,12,34,61,0,23,136,197,13,13,30,10,76
Kingsport,TN,732,0,14,74,48,218,125,118,632,495,1967,1330,1516,1507,962,21343,5573,5025,11403,5681,10744,4534,1097,838,807,980,822,554,755,1709,169,2523,3807,3164,623,761,384,449,1063
Kingston,NY,508,26,18,30,46,26,80,95,154,171,549,750,963,1105,758,10430,2328,2953,5294,4358,5788,3553,694,331,482,587,448,904,1077,704,102,980,1317,1857,750,563,679,256,636
Kingstree,SC,223,0,0,0,0,0,0,5,114,8,49,81,18,97,83,966,121,172,675,341,364,193,11,0,10,13,1,46,43,1,0,61,109,166,12,42,52,43,13
Kingsville,TX,338,0,0,24,40,118,141,193,564,284,535,350,402,454,384,2152,611,727,1944,968,2385,985,36,231,49,462,65,156,295,259,12,154,630,815,228,70,98,202,316
Kingwood,WV,33,0,0,0,0,0,0,0,0,35,110,46,46,91,20,625,138,170,244,165,363,87,28,15,0,0,0,13,20,29,0,50,165,111,15,41,8,0,89
Kinross,MI,33,0,0,0,0,0,0,10,19,14,37,150,110,198,62,663,1427,502,518,216,233,49,11,21,3,12,0,36,22,10,27,17,43,31,2,29,17,0,78
Kinston,NC,587,0,21,0,19,42,39,59,174,120,329,615,686,859,247,4981,1115,1304,3454,1927,1894,766,102,99,91,117,64,143,156,123,0,259,624,850,134,135,80,109,221
Kirksville,MO,40,0,0,0,0,0,0,23,0,39,156,135,178,156,86,1908,238,364,872,519,1111,750,145,353,46,289,107,185,185,46,41,264,283,426,228,136,100,87,203
Kirtland,NM,5,0,0,40,0,6,100,95,0,9,0,62,46,52,6,1109,60,370,1102,557,415,194,17,16,26,111,0,16,30,9,4,37,183,141,0,0,0,0,102
Kissimmee,FL,3566,23,18,84,253,742,998,1393,2058,1546,2376,3195,3714,5566,6247,59927,9550,15661,37537,22510,34243,9892,2010,1282,2120,2013,1250,2650,2698,3259,306,5879,14097,6349,1363,2144,1553,1890,2871
Kittanning--Ford City,PA,173,0,0,0,0,0,0,0,20,75,133,117,236,282,121,4091,611,541,1283,1085,1196,318,63,93,30,77,24,56,140,61,0,261,233,604,52,49,41,47,109
Klamath Falls--Altamont,OR,278,12,0,0,43,18,52,32,214,39,347,329,517,711,656,6318,1933,2394,5541,2626,3044,1403,377,263,184,553,185,515,357,399,42,696,635,892,223,279,205,160,161
Knightstown,IN,18,0,0,0,0,5,0,9,0,0,13,26,53,30,55,858,137,126,289,101,115,71,5,7,0,8,11,5,7,0,0,6,73,38,0,21,11,11,7
Knox,IN,19,0,0,0,0,0,0,0,0,13,154,79,76,106,147,749,240,127,196,231,55,46,0,0,12,11,0,0,0,0,0,0,0,35,0,27,0,0,16
Knoxville,IA,18,0,0,0,0,0,0,0,72,15,92,100,70,67,62,1577,294,481,786,425,625,177,60,0,0,40,24,43,65,41,0,124,200,308,18,20,38,30,41
Knoxville,TN,3480,7,10,100,316,604,598,386,2685,1540,5067,4702,6878,7734,5713,86595,19394,24880,55976,32407,76754,31969,9247,8238,4163,10098,5871,6683,7765,12827,763,12874,26162,18342,5869,6760,4600,5205,7292
Kodiak,AK,49,0,0,0,11,30,56,1,105,65,118,12,21,56,62,1489,231,588,1018,472,1052,280,71,40,11,231,43,63,110,199,12,119,118,319,4,22,60,79,98
Kokomo,IN,513,0,0,10,3,35,19,72,213,85,691,671,1197,1248,754,12723,3224,3489,7100,3540,4621,2086,438,153,399,234,154,253,385,691,37,898,1435,1774,238,555,180,231,360
Kosciusko,MS,79,0,0,0,16,0,27,39,29,40,85,35,331,339,112,1041,196,217,676,294,467,267,33,8,0,34,32,53,0,19,0,68,177,278,33,58,0,0,47
Kotzebue,AK,12,0,0,3,6,14,4,0,5,7,59,29,77,88,17,511,132,154,338,83,220,72,22,19,25,24,38,16,18,17,0,34,36,83,13,28,0,3,28
Krum,TX,15,0,0,0,0,0,0,24,55,0,40,16,36,39,88,511,231,306,606,174,522,139,28,30,50,70,10,69,46,26,0,23,102,134,11,66,37,64,33
Kuna,ID,60,0,0,0,0,0,0,0,0,0,35,37,121,165,256,2073,126,1217,2215,1039,2084,221,44,64,8,119,27,0,85,282,0,263,750,351,25,159,54,90,316
Kutztown,PA,75,0,0,0,0,0,0,0,13,17,67,56,47,28,36,1067,186,199,361,304,656,303,63,113,61,86,100,61,25,86,0,19,118,227,119,27,72,66,165
LaBelle--Port LaBelle,FL,312,0,0,2,145,81,231,337,567,61,240,198,226,152,195,1700,168,148,1078,340,398,114,50,51,8,60,3,16,23,36,0,28,107,275,31,16,0,18,16
La Center,WA,5,0,0,0,0,0,0,0,23,0,5,0,23,0,34,372,51,125,415,255,352,131,37,14,4,44,15,33,39,99,6,26,152,81,19,13,0,16,29
Laconia,NH,85,0,0,0,15,0,0,27,0,39,192,166,447,308,252,3952,596,821,1814,1331,2018,770,231,50,119,156,98,111,271,193,0,448,608,565,162,148,146,58,92
La Conner,WA,8,2,0,0,2,0,0,0,3,3,16,18,31,41,9,489,59,208,510,218,525,247,37,39,22,63,24,61,76,81,2,80,111,181,60,53,36,19,36
La Crosse,WI,463,17,14,36,0,15,13,46,0,59,549,272,507,882,868,15367,1859,4293,9803,9395,12448,4596,1240,1234,814,1714,711,1219,1500,772,78,2687,3550,3675,860,992,761,667,1423
Lady Lake--The Villages,FL,805,65,103,0,0,36,59,42,325,263,977,757,1610,1545,2021,29230,4313,9817,12837,9127,18221,9251,1077,1313,1106,862,718,1029,1754,2959,0,2565,7527,7763,1082,1720,555,785,1032
Ladysmith,WI,41,0,3,0,0,0,0,0,0,0,39,20,36,66,44,794,124,185,217,206,276,104,11,14,48,17,9,29,33,0,0,53,21,124,9,24,0,15,52
LaFayette,GA,34,0,0,0,0,24,10,19,44,86,243,157,244,171,53,1100,759,373,706,472,499,133,25,11,7,0,0,0,27,0,0,23,226,231,51,13,10,0,80
Lafayette,IN,568,0,0,0,142,142,79,153,691,244,1100,1449,1678,1479,939,17163,3130,4341,12442,6016,16192,8545,1314,3605,1573,2833,1612,1278,1721,3635,137,3667,4915,4203,1670,1466,1064,997,1539
Lafayette,LA,2321,0,37,47,127,534,279,729,1565,1760,2400,3020,4977,5812,2869,43747,7557,9180,27233,9154,32851,9792,2882,1631,1259,2496,2152,1713,2220,3805,246,6166,10510,8279,1350,3910,1651,1336,2571
Lafayette,TN,66,0,0,0,17,11,0,0,64,51,210,237,124,136,106,1038,324,260,217,74,129,73,0,57,0,75,0,0,32,17,0,35,40,60,1,0,0,0,0
Lafayette--Louisville--Erie,CO,379,9,0,0,0,42,17,0,136,21,170,102,308,334,397,5637,1144,2610,6584,3646,20713,11675,2090,2329,2531,2685,2110,2247,3640,5262,482,2956,6155,2828,2167,1916,1964,1825,1510
La Follette,TN,179,0,0,7,62,59,35,90,216,205,743,471,520,917,409,4542,1378,715,1917,681,962,303,80,5,12,62,41,49,64,68,12,243,359,270,12,88,16,3,65
Lago Vista,TX,50,0,0,0,0,0,0,0,211,0,0,85,0,64,22,704,13,385,785,436,1460,255,36,10,201,72,49,47,26,139,13,177,359,266,92,18,57,69,230
La Grande,OR,86,0,0,0,0,0,8,1,47,3,114,30,77,72,200,2632,481,855,1941,724,1517,500,163,115,44,390,177,126,172,133,14,232,339,476,77,149,142,16,82
LaGrange,GA,289,14,0,8,31,69,93,77,197,351,537,441,658,882,497,5783,1593,1168,3525,1544,2468,935,369,218,106,178,142,158,184,253,22,428,1030,798,122,160,169,97,365
Lagrange,IN,22,0,0,0,0,0,2,4,24,12,97,113,61,63,36,1006,212,106,272,135,141,76,0,0,0,30,12,0,23,12,0,14,38,71,15,5,7,0,12
La Grange,NC,22,0,0,0,0,0,0,0,0,0,50,50,171,35,31,718,80,76,353,217,78,64,19,20,21,0,0,0,20,0,0,0,26,50,0,47,0,0,17
LaGrange,OH,25,0,0,0,0,0,0,0,0,3,0,71,48,59,37,771,120,216,387,256,255,106,5,0,17,13,2,8,0,61,0,60,97,65,4,26,2,19,19
La Grange,TX,119,0,0,21,0,13,0,47,157,8,118,173,38,141,25,1077,169,177,529,108,314,128,24,18,0,13,36,19,25,4,39,35,99,53,16,74,52,19,4
Lahaina,HI,132,0,0,0,59,0,46,17,169,26,193,105,201,235,228,4111,450,992,2824,1336,3236,587,200,43,199,270,97,313,484,193,17,340,1054,452,93,383,194,131,161
Laie--Hauula,HI,21,0,0,3,2,9,11,15,80,16,52,47,162,52,94,1973,134,371,1313,597,1799,657,84,166,165,156,48,137,239,43,16,168,547,514,169,149,165,57,260
La Junta,CO,63,0,0,0,10,58,0,9,35,7,82,76,81,132,178,972,521,713,853,695,452,215,85,8,14,80,33,37,73,31,0,21,129,165,34,54,0,18,125
Lake Arrowhead--Crestline,CA,15,20,0,0,0,21,0,0,261,0,79,101,91,324,316,2555,286,956,3212,1594,2156,1221,285,262,46,253,118,139,346,256,0,481,644,658,284,281,165,138,217
Lake Arthur,LA,14,0,0,0,0,8,0,0,5,55,60,70,115,116,43,453,102,91,178,71,216,69,19,0,0,56,19,0,8,9,0,38,36,75,26,7,0,0,38
Lake Bryant,FL,49,0,0,0,0,15,0,0,16,0,10,85,170,159,87,928,351,240,236,210,166,67,0,0,0,0,28,29,0,25,0,14,55,49,0,9,0,0,24
Lake Butler,FL,36,0,0,12,0,4,32,5,25,51,109,276,423,316,62,1029,532,252,517,158,138,65,21,10,0,16,6,5,27,14,0,14,30,34,6,58,16,0,22
Lake Charles,LA,1191,12,5,50,48,179,157,291,589,651,1269,1760,2194,3002,1359,26834,4359,5338,16472,6973,14602,4452,1264,667,608,1406,929,886,974,1651,14,3274,3973,4375,427,1429,412,522,1480
Lake City,FL,165,0,0,11,0,11,73,9,63,133,267,795,428,881,232,4878,1396,1451,3159,1237,1679,690,208,159,39,248,121,164,146,197,43,580,593,365,137,125,18,63,93
Lake City,MN,22,0,0,0,3,0,0,0,10,6,60,35,50,104,53,1395,118,305,535,313,529,221,56,16,17,39,43,34,54,19,11,119,128,196,26,98,48,26,70
Lake City,SC,102,0,0,3,8,29,14,44,23,23,211,115,252,390,184,1582,160,284,868,367,596,172,22,21,62,23,11,20,42,0,0,42,223,202,79,13,8,57,62
Lake Conroe Eastshore,TX,0,0,0,0,0,0,0,0,73,73,0,103,66,123,0,1529,336,482,1115,474,2166,707,359,128,255,61,75,183,131,361,71,458,886,635,64,123,95,21,258
Lake Conroe Northshore,TX,0,0,0,0,0,0,0,0,0,0,0,11,0,14,18,633,231,180,137,105,218,153,18,0,0,18,0,32,0,11,24,121,109,52,0,47,0,0,17
Lake Conroe Westshore,TX,185,0,0,0,0,29,0,0,107,34,57,250,238,224,218,2982,703,1487,2901,1018,3368,1097,419,352,72,358,255,380,223,567,57,460,1175,1057,187,427,168,98,295
Lake Crystal,MN,0,0,0,0,0,0,0,0,0,0,20,17,42,10,23,461,59,125,303,227,323,50,0,5,17,35,15,0,35,0,0,43,92,99,12,0,0,25,45
Lake Delton,WI,58,0,0,0,0,0,0,0,5,4,23,36,42,151,44,1179,144,241,525,380,554,242,77,0,9,32,9,16,87,10,0,119,333,175,5,73,0,6,57
Lake Geneva,WI,70,0,0,0,9,0,13,92,148,61,141,151,152,139,157,2721,264,546,1653,793,2007,908,281,79,91,197,91,123,373,197,10,284,820,669,113,109,226,163,91
Lake Havasu City,AZ,313,9,0,1,0,23,14,32,391,20,408,686,987,1050,1097,13270,1906,4087,8147,3781,3511,1384,425,432,199,326,263,242,408,427,28,611,1097,1326,292,162,145,102,316
Lake Holiday,IL,36,0,0,0,0,0,0,0,9,8,9,11,54,48,74,1688,115,434,922,494,806,257,19,17,37,17,22,31,37,61,0,43,212,253,42,125,44,137,92
Lake Isabella,CA,0,0,0,0,0,0,0,0,38,0,0,0,98,105,40,859,207,227,473,54,176,0,0,25,0,0,0,0,0,98,0,40,0,17,0,46,21,0,0
Lake Jackson--Angleton,TX,852,0,0,61,135,245,230,468,1072,412,607,1012,1143,1148,972,10166,3084,4001,9479,3653,6621,2211,319,388,294,611,682,189,535,1697,130,868,1398,1680,223,504,167,298,713
Lake Lakengren,OH,63,0,0,0,0,0,0,0,0,0,0,20,9,12,13,772,92,230,243,204,248,99,16,11,29,62,21,9,11,8,0,42,62,53,14,22,14,8,19
Lakeland,FL,2200,55,49,52,111,341,336,527,1485,1201,2062,3784,4846,5013,2912,54259,10472,12083,23437,16478,27758,9310,1770,1505,1360,2016,1059,1928,2690,2519,259,4192,10628,8388,1212,2486,982,1197,2166
Lakeland,GA,29,0,0,0,0,0,1,22,37,0,69,109,36,141,7,476,174,69,227,152,165,66,47,0,60,29,16,64,0,0,0,21,16,65,0,37,0,0,0
Lake Land'Or,VA,1,0,0,0,0,0,0,0,0,0,44,66,21,54,53,1201,167,350,524,304,678,222,32,35,74,45,49,30,153,100,0,215,90,156,29,35,0,42,29
Lake Los Angeles,CA,183,0,0,5,0,61,22,8,227,110,333,123,171,190,194,2369,308,370,1420,390,268,112,17,0,9,11,9,14,43,35,0,39,76,112,0,58,32,6,1
Lake Meade,PA,0,4,0,0,0,0,0,0,0,0,0,0,4,31,4,448,55,245,168,120,441,260,23,12,0,97,0,101,82,56,37,79,55,113,5,46,14,20,60
Lake Mills,WI,41,0,0,0,0,0,0,0,13,0,36,3,29,66,81,1040,183,448,564,578,1157,292,31,25,83,184,20,107,102,31,0,216,312,238,32,104,75,81,142
Lake Montezuma,AZ,13,0,0,0,0,122,0,0,73,0,14,0,176,195,31,738,37,511,569,215,308,219,0,28,0,35,0,0,0,74,48,31,45,221,55,36,0,28,0
Lake Monticello,VA,20,0,0,0,0,0,0,10,0,0,15,0,8,39,11,1156,240,516,745,773,1557,1052,122,197,116,155,71,384,253,304,67,288,400,417,108,437,92,44,199
Lake Murray North Shore,SC,7,0,0,0,0,0,0,0,0,0,0,12,13,0,44,382,0,194,356,360,898,422,157,65,111,94,104,10,105,131,8,133,491,265,25,32,15,65,55
Lake Norman of Catawba,NC,60,0,0,0,0,0,0,0,0,19,44,8,174,138,17,1090,121,166,544,285,766,258,33,12,61,30,19,76,106,77,0,130,330,75,17,53,28,40,74
Lake of the Pines,CA,29,0,0,13,0,0,0,0,0,0,0,29,88,56,67,1170,130,511,1264,704,1227,544,114,25,85,50,117,129,130,148,51,247,364,256,87,96,110,57,132
Lake of the Woods,VA,19,0,0,0,0,0,0,0,39,0,17,15,117,105,57,1812,155,478,1255,671,1733,908,140,0,259,82,122,103,139,228,84,381,444,569,136,232,100,54,153
Lake of the Woods--Pinetop-Lakeside,AZ,32,0,0,0,0,13,0,0,76,0,86,26,107,152,238,1204,250,244,1322,466,734,444,230,64,20,214,98,190,68,55,16,115,275,326,41,60,25,42,44
Lake Panasoffkee,FL,7,0,0,0,0,0,0,0,55,24,44,111,68,69,27,728,165,226,393,204,165,38,0,0,14,0,7,22,8,49,0,35,28,17,0,18,0,5,4
Lake Park,GA,16,14,0,0,0,0,8,0,38,40,103,38,45,61,71,717,90,149,281,306,276,120,27,17,26,19,15,53,23,19,0,34,75,116,0,32,16,3,16
Lake Placid,FL,301,0,0,5,7,0,94,142,242,44,325,379,367,367,259,3517,456,747,1571,765,1240,623,105,71,15,115,44,115,58,34,0,180,543,729,64,49,72,10,102
Lake Placid,NY,33,0,0,0,0,10,0,0,12,13,0,51,13,0,71,429,162,107,360,231,611,204,0,25,37,99,10,55,75,61,0,110,121,50,25,35,59,111,39
Lake Pocotopaug--East Hampton,CT,72,0,0,0,0,0,0,0,0,19,72,26,76,62,92,1692,127,268,765,562,1676,1178,91,94,102,89,160,332,140,413,27,355,697,463,78,95,120,96,85
